Date,Fuel_Type,Liters_Sold,Price_per_Liter,Payment_Mode,Location,Pump_ID,Customer_Age,Vehicle_Type,Stock_Level,Pump_Efficiency,Maintenance_Issue,Maintenance_Cost,Total_Sales
12/12/2024,Petrol,565,117.37,Cash,Mumbai,BP003,19,Bike,2143,96.56,Motor Fault,1704.43,66314.05
1/17/2024,CNG,501,109,UPI,Mumbai,BP001,48,Car,3218,93.92,Low Pressure,1596.5,54609
5/7/2024,Diesel,52,111.63,Cash,Nashik,BP003,54,Auto,1337,81.45,Low Pressure,373.4,5804.76
12/29/2024,CNG,423,97.71,Cash,Aurangabad,BP003,58,Auto,1537,78.64,Motor Fault,761.3,41331.33
9/7/2024,CNG,595,111.58,Cash,Pune,BP002,58,Truck,771,78.57,Motor Fault,224.29,66390.1
6/27/2024,Diesel,438,90.84,Cash,Nashik,BP001,51,Truck,2458,80.46,Sensor Error,1462.02,39787.92
6/30/2024,CNG,58,101.26,Card,Aurangabad,BP002,51,Truck,2869,84.81,None,4333.28,5873.08
5/31/2024,Petrol,530,108.8,Cash,Mumbai,BP001,20,Auto,1305,82.5,Leak,1697.21,57664
1/25/2024,Petrol,458,94.38,Card,Pune,BP001,34,Car,3674,73.99,None,618.46,43226.04
6/28/2024,CNG,376,114.69,UPI,Nashik,BP003,31,Bike,1382,74.9,None,3228.47,43123.44
7/16/2024,Diesel,458,97.05,UPI,Pune,BP002,31,Auto,1331,80.29,Leak,4983,44448.9
12/9/2024,CNG,161,109.57,Card,Aurangabad,BP003,63,Car,3671,86.86,None,1161.62,17640.77
6/9/2024,Petrol,471,102.16,UPI,Nagpur,BP003,55,Car,2691,87.78,Low Pressure,1397.86,48117.36
6/25/2024,CNG,83,107.88,UPI,Pune,BP003,52,Auto,2540,84.59,Low Pressure,4859.24,8954.04
10/11/2024,CNG,356,93.22,Cash,Pune,BP001,18,Bike,2094,92.16,Leak,893.88,33186.32
3/3/2024,Petrol,420,90.51,Cash,Mumbai,BP002,46,Car,2126,92.12,Leak,2556.07,38014.2
5/29/2024,CNG,184,117.29,Cash,Aurangabad,BP002,21,Auto,4084,82.83,Motor Fault,1198.26,21581.36
6/2/2024,CNG,366,98.09,Card,Pune,BP003,50,Bike,773,73.73,Motor Fault,4661.76,35900.94
6/4/2024,Diesel,402,114.59,Card,Aurangabad,BP001,34,Truck,1089,85.91,None,4907.61,46065.18
2/18/2024,Diesel,89,119.98,UPI,Mumbai,BP002,45,Car,3200,81.44,None,4073.49,10678.22
12/2/2024,Petrol,104,96.34,Cash,Aurangabad,BP004,43,Car,1082,74.14,Leak,1573.92,10019.36
3/24/2024,Petrol,394,97.96,Card,Mumbai,BP002,25,Auto,4133,99.45,None,2017.44,38596.24
12/26/2024,Petrol,203,109.89,Card,Mumbai,BP003,51,Auto,2490,81.09,Sensor Error,1211.53,22307.67
6/25/2024,Diesel,180,118.96,Cash,Nashik,BP004,35,Bike,1758,88.77,Low Pressure,4453.79,21412.8
5/27/2024,Petrol,167,117.47,Card,Aurangabad,BP001,48,Truck,3366,84.7,None,4572.79,19617.49
4/27/2024,Petrol,437,105.09,Cash,Nagpur,BP004,44,Truck,4238,74.28,None,2094.35,45924.33
12/7/2024,Petrol,502,113.85,UPI,Nashik,BP004,33,Auto,1071,71.67,Motor Fault,3282.67,57152.7
3/3/2024,Diesel,226,94.07,UPI,Mumbai,BP003,27,Auto,1044,88.77,Sensor Error,827.77,21259.82
7/7/2024,CNG,229,119.32,UPI,Nagpur,BP002,57,Bike,4722,77.41,None,2174.68,27324.28
12/25/2024,Petrol,427,118.93,Cash,Pune,BP001,29,Auto,1137,77.31,Low Pressure,3157.5,50783.11
2/18/2024,CNG,468,94.91,Card,Pune,BP004,39,Bike,540,98.71,None,1927.02,44417.88
11/22/2024,Petrol,323,98.98,UPI,Nashik,BP003,33,Bike,4892,83.85,Leak,1788,31970.54
9/13/2024,CNG,276,93,UPI,Nagpur,BP002,29,Truck,2120,70.88,Sensor Error,4.99,25668
8/11/2024,Diesel,233,98.15,UPI,Aurangabad,BP004,28,Bike,4172,80.2,None,4021.47,22868.95
5/20/2024,Diesel,326,114.48,Card,Nagpur,BP003,37,Truck,4637,87.53,Sensor Error,4446.69,37320.48
8/2/2024,Petrol,175,101.35,Card,Nashik,BP003,18,Truck,4628,79.86,None,4847.32,17736.25
7/29/2024,CNG,210,92.65,Cash,Aurangabad,BP003,44,Truck,1799,70.81,Low Pressure,3596.36,19456.5
11/13/2024,Diesel,198,100.27,UPI,Aurangabad,BP001,20,Auto,659,83.33,Low Pressure,2743.96,19853.46
2/1/2024,Petrol,240,119.44,Card,Pune,BP002,29,Truck,2452,73.18,Sensor Error,1346.42,28665.6
6/6/2024,Petrol,526,108.89,Cash,Nagpur,BP004,47,Bike,2231,88.57,Motor Fault,4996.5,57276.14
10/11/2024,Diesel,596,102.48,UPI,Aurangabad,BP002,26,Auto,2946,88.59,Motor Fault,2948.76,61078.08
10/31/2024,Diesel,543,95,Card,Nashik,BP002,54,Bike,3662,71.13,Leak,3405.77,51585
10/12/2024,Petrol,410,119.59,Card,Pune,BP004,18,Auto,2232,78.72,Motor Fault,3412.03,49031.9
5/23/2024,CNG,142,114.63,Cash,Aurangabad,BP002,59,Bike,1080,82.41,Sensor Error,4226.26,16277.46
1/19/2024,CNG,164,98.44,UPI,Nagpur,BP001,21,Car,719,86.51,Motor Fault,48.36,16144.16
1/18/2024,CNG,352,92.1,UPI,Pune,BP004,32,Car,4974,78.88,Leak,1101.23,32419.2
9/13/2024,Petrol,497,91.7,Card,Nagpur,BP004,44,Car,2249,78.63,None,3327.67,45574.9
3/18/2024,Diesel,269,93.61,UPI,Nagpur,BP003,25,Bike,1970,99.49,Motor Fault,4475.73,25181.09
6/23/2024,Petrol,236,107.42,Cash,Nagpur,BP002,40,Auto,4828,71.26,Sensor Error,3426.69,25351.12
7/12/2024,Diesel,462,117.86,Card,Pune,BP004,32,Truck,1894,99.67,Sensor Error,2067.46,54451.32
4/22/2024,CNG,210,104.9,Card,Aurangabad,BP004,44,Truck,1421,71.43,Leak,1807.78,22029
4/23/2024,CNG,421,115.29,Cash,Mumbai,BP001,48,Bike,3273,78.65,Leak,3689.74,48537.09
8/9/2024,Diesel,212,103.38,Card,Aurangabad,BP003,56,Bike,4962,84.81,Low Pressure,3706.19,21916.56
6/14/2024,Diesel,492,111.26,UPI,Pune,BP004,64,Bike,3934,74.3,Low Pressure,3035.29,54739.92
11/14/2024,Petrol,389,111.96,UPI,Mumbai,BP001,25,Bike,4082,74.05,Low Pressure,1457.34,43552.44
5/11/2024,CNG,533,95.22,Card,Mumbai,BP004,47,Truck,1618,77.69,None,4625.77,50752.26
9/20/2024,Petrol,43,100.84,Cash,Mumbai,BP004,59,Auto,2365,99.21,Sensor Error,2759.4,4336.12
2/24/2024,Petrol,132,109.12,Cash,Nashik,BP004,35,Truck,4811,81.4,Low Pressure,3952.46,14403.84
12/24/2024,Petrol,45,92.12,UPI,Pune,BP001,21,Bike,1224,86.98,Sensor Error,1071.54,4145.4
5/10/2024,CNG,327,100.85,Cash,Nashik,BP002,64,Car,1211,91.13,Leak,1720.2,32977.95
10/14/2024,Petrol,185,106.04,Card,Mumbai,BP004,60,Truck,2325,92.27,None,4372.9,19617.4
9/22/2024,Petrol,463,119.89,Card,Nashik,BP004,39,Car,4426,90.64,Leak,250.54,55509.07
6/10/2024,Petrol,496,104.24,UPI,Nashik,BP002,20,Car,890,80.11,Sensor Error,2561.58,51703.04
3/27/2024,Petrol,241,114.48,UPI,Pune,BP004,32,Bike,1570,73.35,Low Pressure,2408.53,27589.68
2/24/2024,Petrol,251,102.96,UPI,Nagpur,BP003,52,Truck,4987,78.45,Leak,3756.15,25842.96
10/14/2024,Petrol,45,113.89,Cash,Nashik,BP004,64,Auto,3265,76.31,Motor Fault,1409.47,5125.05
6/26/2024,CNG,415,107.86,Card,Nashik,BP003,55,Truck,4980,74.09,None,1095.33,44761.9
12/14/2024,Petrol,486,116.6,Card,Mumbai,BP002,50,Auto,2928,70.73,Sensor Error,4630.66,56667.6
1/8/2024,Diesel,145,102.33,Card,Mumbai,BP001,31,Auto,4994,98.07,Low Pressure,2858.55,14837.85
11/16/2024,Petrol,440,108.13,UPI,Mumbai,BP002,18,Bike,2647,97.63,Leak,523.45,47577.2
11/8/2024,Petrol,135,108.9,Card,Aurangabad,BP004,43,Auto,4072,71.51,None,965.18,14701.5
9/3/2024,CNG,427,102.52,Cash,Nashik,BP003,25,Truck,4978,75.19,Low Pressure,4994.13,43776.04
11/18/2024,CNG,491,94.33,Cash,Mumbai,BP001,33,Truck,3254,74.19,Leak,978.04,46316.03
9/11/2024,Diesel,455,92.81,Card,Pune,BP004,55,Car,3763,78.44,Sensor Error,3052.38,42228.55
11/23/2024,Diesel,543,90.5,UPI,Aurangabad,BP001,27,Auto,4325,76.12,Motor Fault,2100.64,49141.5
2/23/2024,CNG,493,116.21,Card,Nagpur,BP001,59,Bike,3916,98.38,Motor Fault,4428,57291.53
9/5/2024,CNG,330,97.09,Cash,Nashik,BP004,54,Bike,2557,72.53,Sensor Error,3775.84,32039.7
8/26/2024,Petrol,573,96.35,Cash,Nashik,BP002,43,Truck,2811,76.35,None,2984.76,55208.55
8/16/2024,CNG,232,112.08,Cash,Pune,BP004,45,Auto,3379,72.42,Sensor Error,53.69,26002.56
3/7/2024,Diesel,189,99.6,Card,Nagpur,BP004,29,Bike,4142,99.41,Leak,4398.98,18824.4
2/20/2024,Petrol,554,105.18,Cash,Nagpur,BP002,37,Auto,3109,97.55,None,2223.34,58269.72
4/6/2024,Diesel,432,94.88,UPI,Aurangabad,BP003,31,Auto,1930,91.5,Motor Fault,4657.89,40988.16
4/1/2024,Petrol,355,118.79,Card,Nashik,BP004,63,Car,2413,82.78,Leak,2477.7,42170.45
9/20/2024,CNG,115,115.55,Card,Mumbai,BP001,52,Bike,1257,75.71,Low Pressure,3471.12,13288.25
10/17/2024,Diesel,309,115.91,Cash,Pune,BP004,46,Car,2634,76.64,Low Pressure,346.46,35816.19
4/5/2024,Petrol,264,102.2,Cash,Pune,BP004,29,Bike,2412,83.29,Low Pressure,3725.76,26980.8
3/28/2024,Petrol,569,112.87,UPI,Pune,BP001,35,Auto,2239,93.05,Motor Fault,1689.98,64223.03
3/18/2024,CNG,152,94.32,Card,Pune,BP002,61,Bike,3717,77.94,Sensor Error,1756.8,14336.64
10/14/2024,CNG,290,90.26,Cash,Mumbai,BP003,19,Truck,1634,79.32,None,593.28,26175.4
4/29/2024,CNG,272,90.6,UPI,Mumbai,BP003,19,Auto,4212,88,Motor Fault,734.29,24643.2
10/28/2024,Diesel,122,107.6,Cash,Aurangabad,BP001,34,Bike,1264,77.13,Leak,928.8,13127.2
6/13/2024,Petrol,164,103.66,Card,Nashik,BP002,27,Car,3225,87.53,Leak,1641.03,17000.24
6/30/2024,CNG,214,105.54,Cash,Mumbai,BP004,35,Car,3868,81.61,Low Pressure,4459.85,22585.56
8/10/2024,Diesel,108,90.22,Card,Aurangabad,BP004,39,Auto,3997,71.03,None,1841.3,9743.76
11/6/2024,Diesel,86,102.68,Cash,Nagpur,BP004,36,Car,2172,82.08,Low Pressure,3621.81,8830.48
1/7/2024,Diesel,295,111.54,Card,Nashik,BP004,18,Auto,3905,97.59,Leak,413.74,32904.3
11/25/2024,CNG,69,103.28,UPI,Mumbai,BP004,41,Auto,1082,78.79,Leak,2955.49,7126.32
9/19/2024,CNG,320,111.97,Card,Nagpur,BP001,53,Auto,2321,79.68,Sensor Error,2409.46,35830.4
6/9/2024,Petrol,276,96.99,UPI,Aurangabad,BP004,42,Bike,1685,71.98,Sensor Error,4889.79,26769.24
5/30/2024,Petrol,287,114.39,Card,Mumbai,BP004,53,Auto,2137,88.45,Sensor Error,4231.04,32829.93
3/25/2024,CNG,407,107.65,UPI,Mumbai,BP002,48,Car,2680,95.48,Low Pressure,2274.15,43813.55
5/26/2024,Diesel,534,96.32,Cash,Nagpur,BP004,48,Truck,688,80.59,None,3875.71,51434.88
4/21/2024,Diesel,64,97.1,Card,Mumbai,BP003,19,Bike,2246,77.21,Sensor Error,965.19,6214.4
2/5/2024,Diesel,529,108.84,Cash,Pune,BP001,36,Car,4326,98.7,Motor Fault,2811.68,57576.36
10/11/2024,Petrol,533,114.9,UPI,Mumbai,BP001,29,Auto,3120,92.35,Sensor Error,373.1,61241.7
7/6/2024,Diesel,353,102.47,Card,Nashik,BP001,27,Auto,4445,87.01,Low Pressure,1740.45,36171.91
3/22/2024,Petrol,414,97.75,Card,Nagpur,BP003,48,Truck,2826,79.17,None,1129.31,40468.5
1/2/2024,Petrol,64,116.01,Cash,Nashik,BP004,62,Car,1684,76.62,Sensor Error,3594.55,7424.64
10/29/2024,Diesel,373,110.08,Card,Aurangabad,BP001,39,Bike,3293,91.47,None,2450.45,41059.84
7/15/2024,Diesel,394,103.44,Card,Nashik,BP003,40,Car,3446,85.65,Motor Fault,3755.35,40755.36
1/11/2024,CNG,155,104.64,Cash,Pune,BP002,40,Auto,3000,85.62,Leak,2576.48,16219.2
8/21/2024,CNG,87,96.13,Card,Pune,BP004,32,Bike,669,72.21,None,432.42,8363.31
7/13/2024,Diesel,138,108.8,Cash,Nashik,BP003,43,Auto,3245,85.37,Sensor Error,3676.84,15014.4
4/28/2024,Petrol,498,100.76,Cash,Aurangabad,BP004,20,Auto,1580,94.68,Low Pressure,4166.15,50178.48
1/20/2024,Petrol,562,119.87,Cash,Mumbai,BP002,40,Car,1763,98.4,Low Pressure,4517.66,67366.94
9/17/2024,Petrol,444,104.41,Cash,Pune,BP003,37,Truck,4953,73.2,Low Pressure,2859.96,46358.04
10/19/2024,Petrol,253,104.58,Cash,Nashik,BP004,62,Auto,2748,88.93,Low Pressure,3767.93,26458.74
9/12/2024,Petrol,542,106.98,UPI,Nashik,BP003,57,Car,4408,87.05,None,3760.22,57983.16
8/9/2024,CNG,487,117.5,UPI,Nashik,BP001,56,Bike,1825,96.71,Low Pressure,778.75,57222.5
8/13/2024,Diesel,297,114.02,Cash,Mumbai,BP004,25,Truck,3677,92.54,Leak,821.1,33863.94
2/22/2024,CNG,160,103.53,UPI,Nagpur,BP003,35,Auto,4373,98.96,Motor Fault,354.43,16564.8
12/20/2024,Petrol,93,111.56,UPI,Aurangabad,BP001,58,Auto,2648,98.8,None,1599.57,10375.08
12/7/2024,Petrol,370,107.59,Card,Nagpur,BP002,23,Bike,2188,76.77,None,2367.54,39808.3
12/29/2024,Petrol,280,104.77,Cash,Aurangabad,BP004,44,Car,3485,91.76,Low Pressure,4989.49,29335.6
10/6/2024,Petrol,569,95.77,UPI,Aurangabad,BP004,53,Auto,2576,85.92,Low Pressure,2154.97,54493.13
3/21/2024,Diesel,522,103.92,Card,Nashik,BP002,32,Bike,2029,76.44,None,3631.21,54246.24
7/20/2024,Petrol,226,97.37,Card,Pune,BP001,54,Auto,1961,75.85,Low Pressure,3466.99,22005.62
6/6/2024,Diesel,301,117.45,Cash,Nashik,BP002,22,Car,1902,72.43,Low Pressure,1022.41,35352.45
4/29/2024,Petrol,403,100.06,Cash,Mumbai,BP004,56,Truck,572,93.87,Low Pressure,292.54,40324.18
2/28/2024,Diesel,530,118.57,Card,Aurangabad,BP003,26,Car,4849,79.74,Low Pressure,2730.03,62842.1
8/2/2024,CNG,470,105.99,Cash,Pune,BP001,24,Car,4534,95.71,Low Pressure,3501.53,49815.3
5/7/2024,Petrol,278,108.95,Cash,Aurangabad,BP001,58,Car,3296,88.25,Sensor Error,4991.26,30288.1
8/11/2024,Diesel,343,106.29,Card,Aurangabad,BP001,37,Bike,2993,90.21,Sensor Error,1793.06,36457.47
7/27/2024,CNG,337,93.88,Card,Nashik,BP002,27,Auto,4731,78.75,Sensor Error,4481.82,31637.56
4/24/2024,Petrol,115,101.27,Cash,Pune,BP002,43,Truck,4076,83.72,None,1909.66,11646.05
7/27/2024,Petrol,372,92.97,UPI,Pune,BP003,21,Bike,532,82.37,Motor Fault,3447.06,34584.84
1/14/2024,Petrol,513,108.69,Cash,Aurangabad,BP003,55,Car,3194,77.07,None,2991.26,55757.97
1/9/2024,Diesel,322,103.41,UPI,Pune,BP001,41,Truck,4873,94.98,Sensor Error,264.89,33298.02
2/9/2024,Diesel,111,113.34,Card,Pune,BP003,31,Car,4098,88.66,None,391.94,12580.74
8/24/2024,CNG,302,96.61,UPI,Nashik,BP002,58,Car,2892,71.12,Motor Fault,103.82,29176.22
10/7/2024,Diesel,51,94.94,Card,Nagpur,BP003,18,Car,4612,94.6,Low Pressure,1854.17,4841.94
12/24/2024,Diesel,180,102.19,Cash,Mumbai,BP002,34,Truck,3371,73.18,Leak,3729.01,18394.2
7/19/2024,Petrol,594,117.8,Cash,Nagpur,BP003,62,Auto,3177,82.11,Sensor Error,863.78,69973.2
9/2/2024,Petrol,56,111.31,Card,Pune,BP004,41,Car,1901,87.14,Sensor Error,3029.26,6233.36
10/4/2024,Petrol,102,102.57,Card,Aurangabad,BP002,44,Auto,1317,70.23,Motor Fault,1444.14,10462.14
8/22/2024,Petrol,292,105.52,Card,Mumbai,BP004,24,Truck,2160,89.59,Low Pressure,3984.96,30811.84
1/4/2024,Petrol,504,92.53,Cash,Mumbai,BP002,26,Truck,2938,89.79,Low Pressure,3991.98,46635.12
6/2/2024,Petrol,415,119.54,Cash,Aurangabad,BP003,60,Car,3483,89.58,Leak,3877.07,49609.1
1/29/2024,Petrol,559,109.99,UPI,Mumbai,BP004,52,Auto,1710,74.9,Low Pressure,2624.17,61484.41
4/18/2024,CNG,129,98.56,Card,Aurangabad,BP003,29,Auto,1099,77.67,Motor Fault,1422.83,12714.24
4/7/2024,CNG,214,107.57,UPI,Mumbai,BP002,38,Car,2346,77.42,Low Pressure,4047.22,23019.98
8/2/2024,CNG,115,93.28,Cash,Nagpur,BP004,20,Bike,2355,98.8,Motor Fault,930.5,10727.2
10/19/2024,CNG,439,118.98,UPI,Mumbai,BP001,32,Bike,2387,72.03,Sensor Error,1448.8,52232.22
3/15/2024,Petrol,110,95.24,UPI,Nashik,BP003,38,Truck,1179,82.86,Sensor Error,919.74,10476.4
11/21/2024,CNG,219,109.44,Cash,Aurangabad,BP002,27,Truck,3752,96.14,Sensor Error,3371.05,23967.36
5/25/2024,Petrol,163,97.36,Cash,Mumbai,BP004,50,Bike,2335,93.08,None,3431.18,15869.68
5/7/2024,CNG,420,111.53,Card,Aurangabad,BP003,63,Bike,4530,94.67,Sensor Error,3262.55,46842.6
12/6/2024,Diesel,332,113.3,UPI,Nashik,BP004,23,Bike,2677,99.17,Motor Fault,2078.01,37615.6
2/11/2024,CNG,234,110.2,Cash,Mumbai,BP003,19,Car,648,81.62,Leak,500.86,25786.8
12/21/2024,CNG,267,108.43,Cash,Mumbai,BP003,46,Car,1995,79.29,Low Pressure,4555.85,28950.81
2/10/2024,Petrol,470,116.77,UPI,Nashik,BP003,57,Car,2244,70.92,Sensor Error,2538.65,54881.9
2/3/2024,CNG,475,92.36,Cash,Nashik,BP004,50,Car,2146,74.5,None,2034.86,43871
1/17/2024,Diesel,500,99.93,Card,Nashik,BP004,21,Car,3495,86.86,None,2944.12,49965
6/13/2024,Petrol,60,97.45,Card,Aurangabad,BP003,21,Car,2172,74.73,Motor Fault,963.95,5847
6/1/2024,Petrol,103,119.64,UPI,Nashik,BP001,46,Truck,2439,92.09,Leak,662.74,12322.92
3/16/2024,CNG,204,101.68,Card,Aurangabad,BP001,54,Auto,1157,71.12,Sensor Error,2027.63,20742.72
3/27/2024,Petrol,66,111.98,Cash,Nagpur,BP001,37,Truck,4167,77.78,Sensor Error,1136.1,7390.68
4/26/2024,Petrol,350,110.54,Cash,Mumbai,BP002,58,Auto,1553,90.86,None,1221.45,38689
12/27/2024,Petrol,324,96.36,Cash,Mumbai,BP001,40,Truck,4571,77.67,Motor Fault,4462.56,31220.64
12/7/2024,Petrol,320,97.17,Cash,Pune,BP004,62,Truck,1076,91.86,None,2653.8,31094.4
1/27/2024,Petrol,203,98.44,UPI,Nagpur,BP001,35,Car,3595,99.88,None,2417.35,19983.32
11/8/2024,Petrol,263,102.33,Card,Nashik,BP004,42,Car,3531,93.91,Leak,3447.4,26912.79
10/13/2024,Diesel,185,97.03,Card,Nashik,BP002,18,Auto,3472,80.26,Motor Fault,4757.74,17950.55
5/13/2024,CNG,69,90.59,Cash,Nagpur,BP004,32,Auto,4448,97.02,Leak,560.99,6250.71
8/6/2024,Diesel,84,116.38,UPI,Nashik,BP004,51,Car,2545,71.54,Motor Fault,4167.67,9775.92
6/16/2024,Petrol,510,118.97,Cash,Pune,BP004,37,Truck,4436,91.75,Sensor Error,2920.1,60674.7
4/7/2024,Petrol,73,100.25,Cash,Aurangabad,BP001,54,Auto,3448,70.7,Low Pressure,730.83,7318.25
9/24/2024,CNG,466,100.16,UPI,Mumbai,BP003,44,Bike,2127,75.24,Low Pressure,1485.75,46674.56
8/24/2024,Diesel,260,90.21,UPI,Nagpur,BP004,39,Bike,1988,99.63,Motor Fault,2411.81,23454.6
11/4/2024,CNG,573,110.41,Cash,Mumbai,BP001,22,Bike,4645,80.83,Low Pressure,3455.89,63264.93
6/21/2024,Diesel,406,114.76,Card,Aurangabad,BP001,51,Auto,4698,94.61,None,1213.04,46592.56
7/8/2024,Petrol,589,94.4,Cash,Nagpur,BP001,56,Car,4963,81.28,Sensor Error,2674.39,55601.6
5/1/2024,CNG,155,94.79,Card,Aurangabad,BP003,20,Car,1435,95.2,Sensor Error,3423.36,14692.45
2/15/2024,CNG,278,113.7,Card,Nashik,BP003,34,Car,4063,98.96,Low Pressure,2243.7,31608.6
3/4/2024,Petrol,374,108.49,UPI,Nashik,BP003,41,Auto,4129,83.07,Motor Fault,4315.13,40575.26
5/9/2024,CNG,480,91.35,UPI,Nashik,BP003,41,Auto,2214,86.78,None,4347.3,43848
11/5/2024,Diesel,187,108.68,Cash,Aurangabad,BP002,20,Bike,2302,88.86,Motor Fault,2353.46,20323.16
12/28/2024,Diesel,48,99.27,Card,Aurangabad,BP003,62,Auto,1920,98.05,Low Pressure,4864.63,4764.96
7/11/2024,Diesel,327,101.06,Card,Aurangabad,BP003,24,Bike,4091,77.7,Sensor Error,377.93,33046.62
11/2/2024,Diesel,427,113.09,Cash,Mumbai,BP003,42,Bike,4020,88.34,Sensor Error,16.81,48289.43
6/29/2024,Petrol,89,114.33,Cash,Aurangabad,BP004,20,Car,3811,79.74,Motor Fault,1903.34,10175.37
10/18/2024,CNG,556,102.01,Cash,Nashik,BP004,32,Auto,2805,76.51,Leak,3005.49,56717.56
10/8/2024,Diesel,317,118.41,UPI,Pune,BP003,46,Car,2495,72.55,Motor Fault,3146,37535.97
1/29/2024,Petrol,339,102.19,Cash,Aurangabad,BP002,46,Car,2467,88.62,Leak,2382.23,34642.41
5/28/2024,CNG,174,113.16,Cash,Pune,BP004,27,Auto,4214,96.46,Motor Fault,624.42,19689.84
9/23/2024,CNG,186,104.52,Card,Nashik,BP001,49,Auto,4535,80.54,Leak,852.49,19440.72
10/22/2024,Petrol,529,116.93,Cash,Aurangabad,BP004,40,Truck,4985,86.58,Leak,4260.74,61855.97
1/11/2024,Petrol,517,117.23,Card,Mumbai,BP001,56,Bike,3958,89.26,Leak,4339.56,60607.91
6/12/2024,Diesel,198,92.62,Card,Mumbai,BP004,26,Truck,893,82.44,Leak,3369.49,18338.76
4/22/2024,CNG,423,118.09,UPI,Pune,BP003,54,Bike,4230,97.1,None,3321.09,49952.07
7/5/2024,CNG,202,114.77,Cash,Mumbai,BP004,57,Bike,4865,80.88,Leak,2988.41,23183.54
10/21/2024,Petrol,480,113.74,Cash,Mumbai,BP003,31,Bike,4744,73.75,Leak,1014.63,54595.2
8/19/2024,CNG,228,96.03,Card,Mumbai,BP003,21,Car,527,74.32,Sensor Error,2141.25,21894.84
8/14/2024,Diesel,454,114.15,UPI,Nashik,BP004,37,Car,3991,96.73,None,3479.47,51824.1
11/5/2024,CNG,378,115.5,UPI,Mumbai,BP001,45,Auto,4761,99.64,Leak,2686.26,43659
4/7/2024,Petrol,220,98.67,Cash,Nagpur,BP001,31,Bike,1673,78.67,Low Pressure,92.9,21707.4
2/24/2024,Petrol,327,118.57,Card,Aurangabad,BP004,61,Bike,838,74.31,None,4767.78,38772.39
4/20/2024,Diesel,226,91.5,Cash,Mumbai,BP003,51,Bike,1568,84.47,Sensor Error,4224.08,20679
5/31/2024,Diesel,177,94.5,Cash,Mumbai,BP001,30,Car,1341,91.29,Motor Fault,1302.73,16726.5
9/2/2024,CNG,169,106.13,Cash,Mumbai,BP002,48,Auto,4784,88.37,Sensor Error,3082.29,17935.97
3/9/2024,CNG,233,107.27,Cash,Nagpur,BP003,50,Car,793,98.53,Sensor Error,4616.2,24993.91
11/7/2024,Petrol,355,109.35,Card,Mumbai,BP004,56,Truck,2357,94.53,None,480.06,38819.25
10/15/2024,Diesel,183,90.51,UPI,Mumbai,BP003,45,Truck,1822,96.07,None,2515.15,16563.33
9/6/2024,Diesel,55,118.81,Cash,Aurangabad,BP002,42,Truck,2147,86.25,Low Pressure,2281.22,6534.55
2/5/2024,Diesel,341,91.34,Cash,Nagpur,BP002,49,Auto,4120,79.82,Low Pressure,2051.03,31146.94
8/26/2024,CNG,462,94.29,Cash,Nagpur,BP001,26,Truck,3594,91.05,None,4177.94,43561.98
5/27/2024,Diesel,284,90.42,Cash,Mumbai,BP002,45,Auto,3991,83.17,None,1903.23,25679.28
8/14/2024,Petrol,146,107.01,UPI,Nagpur,BP003,48,Car,3995,78.63,None,318.32,15623.46
8/31/2024,Petrol,127,117.97,UPI,Pune,BP001,34,Car,4301,74.57,Motor Fault,329.19,14982.19
12/2/2024,CNG,168,109.98,UPI,Nagpur,BP002,40,Auto,588,85.84,Sensor Error,213.72,18476.64
12/30/2024,CNG,380,114.68,UPI,Nagpur,BP001,30,Car,4866,87.83,Low Pressure,2045.73,43578.4
7/19/2024,Diesel,43,90.4,Cash,Nagpur,BP001,27,Car,2456,87.06,Low Pressure,3592.03,3887.2
6/2/2024,CNG,366,106.26,Card,Nashik,BP004,33,Auto,1399,73.5,Leak,1018.61,38891.16
3/13/2024,Petrol,449,103.79,UPI,Nashik,BP001,23,Truck,3977,87.1,Motor Fault,3232.34,46601.71
7/19/2024,Diesel,345,104.97,UPI,Nashik,BP001,28,Auto,2244,75.05,None,3435.44,36214.65
10/22/2024,Petrol,264,92.17,Cash,Nagpur,BP002,20,Bike,4873,89.91,None,1276.01,24332.88
1/17/2024,Diesel,387,110.53,Cash,Pune,BP003,45,Car,2753,82.88,Motor Fault,3002.79,42775.11
5/8/2024,CNG,360,105.1,Cash,Nagpur,BP003,58,Auto,4161,95.46,Low Pressure,3424.34,37836
8/4/2024,Diesel,598,112.95,Cash,Mumbai,BP002,32,Car,3460,93.35,None,2333.07,67544.1
3/1/2024,Diesel,220,104.56,Card,Pune,BP003,30,Truck,2133,91.73,Leak,1683.58,23003.2
4/13/2024,Petrol,425,94.48,Card,Nashik,BP001,59,Car,1361,91.02,Low Pressure,3095.76,40154
2/11/2024,Petrol,147,109.45,UPI,Aurangabad,BP004,62,Auto,1513,86.81,Sensor Error,4889.24,16089.15
1/25/2024,Diesel,570,95.17,Card,Pune,BP001,34,Truck,3799,71.83,Motor Fault,2134.21,54246.9
2/8/2024,CNG,449,116.17,UPI,Nashik,BP001,24,Truck,2006,89.66,Low Pressure,1958.68,52160.33
10/17/2024,CNG,335,108.39,UPI,Pune,BP004,45,Truck,3705,84.01,Sensor Error,2321.33,36310.65
5/10/2024,Petrol,210,94.72,Card,Pune,BP002,55,Bike,1477,84.09,Leak,381.09,19891.2
